,0,1,2,3,4,5,6,7,8,9
230,7514,7514,7514,7514,7514,7514,7514,7514,7514,7514
231,14434,14434,14434,14434,14434,14434,14434,14434,14434,14434
232,42760,42760,42760,42760,42760,42760,42760,42760,42760,42760
233,34385,34385,34385,34385,34385,34385,34385,34385,34385,34385
234,24390,24390,24390,24390,24390,24390,24390,24390,24390,24390
235,138398,138398,138398,138398,138398,138398,138398,138398,138398,138398
236,198967,198967,198967,198967,198967,198967,198967,198967,198967,198967
237,24398,24398,24398,24398,24398,24398,24398,24398,24398,24398
238,2527,2527,2527,2527,2527,2527,2527,2527,2527,2527
239,28768,28768,28768,28768,28768,28768,28768,28768,28768,28768
240,52,52,52,52,52,52,52,52,52,52
241,263777,263777,263777,263777,263777,263777,263777,263777,263777,263777
242,16333,16333,16333,16333,16333,16333,16333,16333,16333,16333
243,41075,41075,41075,41075,41075,41075,41075,41075,41075,41075
244,21466,21466,21466,21466,21466,21466,21466,21466,21466,21466
245,328358,328358,328358,328358,328358,328358,328358,328358,328358,328358
246,41096,41096,41096,41096,41096,41096,41096,41096,41096,41096
247,34749,34749,34749,34749,34749,34749,34749,34749,34749,34749
248,5567,5567,5567,5567,5567,5567,5567,5567,5567,5567
249,21659,21659,21659,21659,21659,21659,21659,21659,21659,21659
250,39891,39891,39891,39891,39891,39891,39891,39891,39891,39891
251,12579,12579,12579,12579,12579,12579,12579,12579,12579,12579
252,133289,133289,133289,133289,133289,133289,133289,133289,133289,133289
253,34354,34354,34354,34354,34354,34354,34354,34354,34354,34354
254,4851,4851,4851,4851,4851,4851,4851,4851,4851,4851
255,11215,11215,11215,11215,11215,11215,11215,11215,11215,11215
256,6697,6697,6697,6697,6697,6697,6697,6697,6697,6697
257,59617,59617,59617,59617,59617,59617,59617,59617,59617,59617
258,19045,19045,19045,19045,19045,19045,19045,19045,19045,19045
259,45204,45204,45204,45204,45204,45204,45204,45204,45204,45204
260,34347,34347,34347,34347,34347,34347,34347,34347,34347,34347
261,34760,34760,34760,34760,34760,34760,34760,34760,34760,34760
262,2510,2510,2510,2510,2510,2510,2510,2510,2510,2510
263,1835,1835,1835,1835,1835,1835,1835,1835,1835,1835
264,40098,40098,40098,40098,40098,40098,40098,40098,40098,40098
265,53046,53046,53046,53046,53046,53046,53046,53046,53046,53046
266,197564,197564,197564,197564,197564,197564,197564,197564,197564,197564
267,52285,52285,52285,52285,52285,52285,52285,52285,52285,52285
268,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237
269,43442,43442,43442,43442,43442,43442,43442,43442,43442,43442
270,11404,11404,11404,11404,11404,11404,11404,11404,11404,11404
271,24550,24550,24550,24550,24550,24550,24550,24550,24550,24550
272,6535,6535,6535,6535,6535,6535,6535,6535,6535,6535
273,33363,33363,33363,33363,33363,33363,33363,33363,33363,33363
274,396969,396969,396969,396969,396969,396969,396969,396969,396969,396969
275,25106,25106,25106,25106,25106,25106,25106,25106,25106,25106
276,133800,133800,133800,133800,133800,133800,133800,133800,133800,133800
