ASN,Location bias,Network size bias,Topology bias,IXP related bias,Network type bias,RIR region,Customer cone (#ASNs),Customer cone (#prefixes),Location (country),#neighbors (total),Scope (PeeringDB),Network type (PeeringDB),Peering policy (PeeringDB),#IXPs (PeeringDB),#facilities (PeeringDB),is_in_peeringDB,is_ris_peer_v4,is_ris_peer_v6,is_routeviews_peer
58895,-0.1,0.06,-0.01,-0.19,0.02,APNIC,4.0,225.0,PK,4.0,Asia Pacific,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,
58898,-0.07,0.04,0.03,0.02,-0.03,APNIC,8.0,80.0,IN,10.0,Asia Pacific,Cable/DSL/ISP,Open,4.0,4.0,1.0,,,
58902,-0.07,-0.05,-0.03,0.0,-0.01,APNIC,1.0,4.0,IN,4.0,,,,,,0.0,,,
58906,-0.07,0.04,0.02,-0.1,-0.21,APNIC,6.0,83.0,IN,8.0,Not Disclosed,Cable/DSL/ISP,Open,0.0,2.0,1.0,,,
58907,-0.03,-0.05,0.05,0.05,-0.07,APNIC,1.0,7.0,AU,43.0,Global,Enterprise,Open,14.0,10.0,1.0,,,
58909,-0.07,-0.05,-0.03,0.0,-0.01,APNIC,1.0,7.0,IN,3.0,,,,,,0.0,,,
58910,-0.05,-0.04,-0.04,-0.1,-0.03,APNIC,1.0,15.0,MY,6.0,Global,Cable/DSL/ISP,Open,1.0,2.0,1.0,,,
58912,-0.25,-0.05,-0.12,-0.19,-0.28,APNIC,1.0,9.0,BD,2.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
58913,-0.07,0.0,-0.07,-0.19,-0.28,APNIC,2.0,20.0,TH,2.0,Not Disclosed,Not Disclosed,Open,0.0,1.0,1.0,,,
58914,-0.03,-0.09,-0.04,-0.12,-0.1,APNIC,1.0,2.0,AU,13.0,Australia,Cable/DSL/ISP,Open,2.0,1.0,1.0,,,
272226,-0.46,-0.18,-0.12,0.0,-0.01,LACNIC,1.0,1.0,BR,2.0,,,,,,0.0,,,
58920,-0.03,-0.18,-0.12,0.0,-0.01,APNIC,1.0,1.0,AU,2.0,,,,,,0.0,,,
58923,-0.25,0.05,-0.03,0.1,-0.14,APNIC,13.0,62.0,BD,14.0,Not Disclosed,NSP,Selective,0.0,0.0,1.0,,,
58927,-0.03,-0.09,0.0,-0.12,0.02,APNIC,1.0,3.0,AU,10.0,Australia,Content,Open,2.0,0.0,1.0,,,
58928,-0.03,-0.18,0.03,-0.19,-0.14,APNIC,1.0,2.0,AU,12.0,Not Disclosed,NSP,Open,1.0,0.0,1.0,,,
58931,-0.06,-0.01,-0.12,0.0,-0.01,APNIC,1.0,6.0,HK,2.0,,,,,,0.0,,,
58940,-0.03,0.0,-0.04,0.18,-0.04,APNIC,1.0,27.0,AU,11.0,Australia,,Selective,2.0,0.0,1.0,,,
58944,-0.06,-0.18,-0.04,0.1,-0.01,APNIC,2.0,2.0,HK,16.0,North America,Cable/DSL/ISP,Selective,0.0,1.0,1.0,,,
58945,-0.25,0.06,0.1,-0.19,-0.25,APNIC,29.0,194.0,BD,53.0,Not Disclosed,Network Services,Open,0.0,0.0,1.0,,,
58946,-0.25,-0.18,-0.12,-0.19,-0.28,APNIC,1.0,2.0,BD,2.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
58947,-0.25,-0.09,-0.12,0.0,-0.01,APNIC,1.0,2.0,BD,2.0,,,,,,0.0,,,
58952,-0.05,0.06,0.08,0.02,0.05,APNIC,13.0,4595.0,MM,445.0,Asia Pacific,NSP,Open,6.0,3.0,1.0,1.0,1.0,1.0
58955,-0.07,0.0,0.03,-0.19,0.06,APNIC,1.0,31.0,TH,21.0,Regional,Content,Open,1.0,1.0,1.0,,,
58965,-0.07,0.05,0.03,0.02,0.02,APNIC,12.0,166.0,IN,15.0,Asia Pacific,Cable/DSL/ISP,Open,4.0,8.0,1.0,,,
58972,-0.07,-0.05,-0.09,-0.19,-0.18,APNIC,2.0,12.0,IN,3.0,Not Disclosed,Cable/DSL/ISP,Open,1.0,1.0,1.0,,,
58974,-0.1,-0.18,-0.12,0.0,-0.01,APNIC,1.0,2.0,PK,2.0,,,,,,0.0,,,
58976,-0.07,-0.18,-0.07,0.0,-0.01,APNIC,1.0,2.0,IN,1.0,,,,,,0.0,,,
58979,-0.03,-0.09,-0.12,0.0,-0.01,APNIC,1.0,3.0,AU,2.0,,,,,,0.0,,,
58983,-0.05,-0.05,-0.03,-0.1,-0.03,APNIC,1.0,10.0,MY,3.0,Global,Cable/DSL/ISP,Open,0.0,2.0,1.0,,,
58989,-0.03,-0.18,0.0,0.0,-0.01,APNIC,1.0,2.0,AU,12.0,,,,,,0.0,,,
59009,-0.05,-0.05,-0.12,0.0,-0.01,APNIC,1.0,6.0,CN,2.0,,,,,,0.0,,,
59012,-0.05,-0.09,-0.12,0.0,-0.01,APNIC,1.0,3.0,CN,2.0,,,,,,0.0,,,
59019,-0.05,-0.01,0.0,-0.12,-0.28,APNIC,1.0,9.0,CN,11.0,Not Disclosed,Not Disclosed,,1.0,0.0,1.0,,,
59029,-0.05,0.0,-0.12,0.0,-0.01,APNIC,1.0,34.0,CN,2.0,,,,,,0.0,,,
59037,-0.05,0.01,-0.12,0.0,-0.01,APNIC,1.0,28.0,CN,2.0,,,,,,0.0,,,
59043,-0.05,-0.63,-0.12,0.0,-0.01,APNIC,1.0,0.0,CN,2.0,,,,,,0.0,,,
59045,-0.05,-0.05,-0.04,0.0,-0.01,APNIC,1.0,12.0,CN,14.0,,,,,,0.0,,,
59049,-0.05,-0.09,-0.12,0.0,-0.01,APNIC,1.0,1.0,CN,2.0,,,,,,0.0,,,
59065,-0.05,-0.05,-0.12,0.0,-0.01,APNIC,1.0,7.0,CN,2.0,,,,,,0.0,,,
59067,-0.05,-0.03,-0.12,0.0,-0.01,APNIC,1.0,6.0,CN,2.0,,,,,,0.0,,,
59073,-0.05,-0.09,-0.12,0.0,-0.01,APNIC,1.0,3.0,CN,2.0,,,,,,0.0,,,
59074,-0.05,-0.09,-0.03,0.0,-0.01,APNIC,1.0,3.0,CN,3.0,,,,,,0.0,,,
59077,-0.05,-0.08,-0.12,-0.12,-0.28,APNIC,1.0,5.0,CN,2.0,Not Disclosed,Not Disclosed,,0.0,0.0,1.0,,,
59078,-0.05,0.02,0.01,-0.19,-0.12,APNIC,1.0,79.0,CN,9.0,Asia Pacific,Content,Open,0.0,0.0,1.0,,,
59083,-0.05,-0.02,-0.03,0.0,-0.01,APNIC,1.0,52.0,CN,3.0,,,,,,0.0,,,
59092,-0.03,0.0,-0.12,0.0,-0.01,APNIC,1.0,16.0,JP,2.0,,,,,,0.0,,,
59093,-0.03,-0.09,-0.09,0.18,-0.1,APNIC,1.0,2.0,JP,3.0,Not Disclosed,Cable/DSL/ISP,Selective,2.0,0.0,1.0,,,
59094,-0.03,-0.01,-0.12,0.0,-0.01,APNIC,1.0,6.0,JP,2.0,,,,,,0.0,,,
59096,-0.03,-0.01,-0.12,0.0,-0.01,APNIC,1.0,5.0,JP,2.0,,,,,,0.0,,,
59097,-0.03,-0.09,-0.04,-0.12,-0.02,APNIC,1.0,3.0,JP,6.0,Asia Pacific,Cable/DSL/ISP,Open,2.0,0.0,1.0,,,
59102,-0.03,-0.01,-0.04,0.1,-0.07,APNIC,1.0,7.0,JP,7.0,Asia Pacific,Cable/DSL/ISP,Selective,1.0,0.0,1.0,,,
59103,-0.03,0.05,0.03,0.0,-0.01,APNIC,17.0,83.0,JP,16.0,,,,,,0.0,,,
59104,-0.03,-0.04,-0.12,0.0,-0.01,APNIC,1.0,3.0,JP,2.0,,,,,,0.0,,,
59107,-0.03,0.0,-0.04,-0.19,-0.08,APNIC,1.0,37.0,JP,6.0,Asia Pacific,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,
59109,-0.03,0.01,-0.12,0.0,-0.01,APNIC,1.0,111.0,JP,2.0,,,,,,0.0,,,
59110,-0.03,-0.09,0.04,0.3,0.03,APNIC,2.0,2.0,JP,52.0,Asia Pacific,NSP,Selective,4.0,3.0,1.0,,,
59111,-0.03,-0.18,-0.12,0.0,-0.01,APNIC,1.0,1.0,JP,2.0,,,,,,0.0,,,
59115,-0.03,-0.18,-0.12,0.0,-0.01,APNIC,1.0,1.0,JP,2.0,,,,,,0.0,,,
59116,-0.03,-0.05,-0.01,0.0,-0.01,APNIC,1.0,8.0,JP,5.0,,,,,,0.0,,,
59118,-0.03,-0.03,-0.12,0.0,-0.01,APNIC,1.0,4.0,JP,2.0,,,,,,0.0,,,
59121,-0.03,-0.04,-0.12,0.0,-0.01,APNIC,1.0,3.0,JP,2.0,,,,,,0.0,,,
59122,-0.03,-0.09,-0.04,0.0,-0.01,APNIC,1.0,2.0,JP,6.0,,,,,,0.0,,,
59123,-0.03,-0.05,0.02,0.0,-0.01,APNIC,1.0,7.0,JP,10.0,Regional,Content,Open,5.0,2.0,1.0,,,
59124,-0.03,-0.18,-0.03,0.0,-0.01,APNIC,1.0,1.0,JP,4.0,,,,,,0.0,,,
59125,-0.03,-0.01,0.02,-0.12,0.05,APNIC,1.0,7.0,JP,10.0,Regional,Cable/DSL/ISP,Open,2.0,1.0,1.0,,,
59126,-0.03,-0.01,0.04,0.21,-0.06,APNIC,1.0,4.0,JP,10.0,Asia Pacific,Cable/DSL/ISP,Selective,4.0,0.0,1.0,,,
59127,-0.03,-0.01,-0.01,0.1,-0.03,APNIC,1.0,11.0,JP,5.0,Asia Pacific,Cable/DSL/ISP,Selective,1.0,0.0,1.0,,,
59128,-0.03,-0.18,-0.03,0.1,0.05,APNIC,1.0,1.0,JP,3.0,Regional,Educational/Research,Selective,0.0,0.0,1.0,,,
59132,-0.07,-0.18,-0.12,0.0,-0.01,APNIC,1.0,2.0,ID,2.0,,,,,,0.0,,,
59134,-0.07,-0.04,-0.12,0.0,-0.01,APNIC,1.0,15.0,ID,2.0,,,,,,0.0,,,
59138,-0.07,-0.18,-0.12,-0.19,-0.28,APNIC,1.0,1.0,ID,2.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
59139,-0.07,0.02,-0.02,-0.09,-0.07,APNIC,4.0,40.0,ID,91.0,Asia Pacific,NSP,Open,3.0,0.0,1.0,,,
59143,-0.07,-0.18,-0.12,0.0,-0.01,APNIC,1.0,3.0,ID,2.0,,,,,,0.0,,,
59147,-0.07,-0.04,-0.02,-0.09,-0.24,APNIC,2.0,18.0,ID,68.0,Regional,Network Services,Open,4.0,0.0,1.0,,,
59149,-0.07,-0.05,-0.12,-0.19,-0.28,APNIC,1.0,11.0,ID,2.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
59151,-0.07,-0.05,-0.03,0.0,-0.01,APNIC,1.0,5.0,ID,4.0,,,,,,0.0,,,
59156,-0.07,-0.05,-0.07,-0.09,-0.28,APNIC,1.0,7.0,ID,1.0,Not Disclosed,Not Disclosed,Open,4.0,1.0,1.0,,,
59163,-0.07,-0.05,-0.12,0.0,-0.01,APNIC,1.0,8.0,IN,2.0,,,,,,0.0,,,
59164,-0.07,0.0,-0.07,-0.19,0.02,APNIC,2.0,38.0,IN,2.0,Global,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,
59165,-0.07,0.04,-0.04,-0.09,-0.1,APNIC,6.0,39.0,IN,7.0,Asia Pacific,Cable/DSL/ISP,Open,3.0,0.0,1.0,,,
59173,-0.07,-0.09,-0.03,-0.19,-0.28,APNIC,1.0,3.0,IN,3.0,Not Disclosed,Not Disclosed,Open,1.0,0.0,1.0,,,
59178,-0.07,-0.18,-0.07,0.0,-0.01,APNIC,1.0,2.0,IN,1.0,,,,,,0.0,,,
59179,-0.07,0.04,-0.05,0.0,-0.01,APNIC,4.0,20.0,IN,5.0,,,,,,0.0,,,
59183,-0.07,-0.05,-0.07,0.0,-0.01,APNIC,1.0,5.0,IN,1.0,,,,,,0.0,,,
59185,-0.07,-0.05,-0.03,-0.12,-0.09,APNIC,1.0,10.0,IN,4.0,Asia Pacific,Cable/DSL/ISP,Open,2.0,0.0,1.0,,,
59188,-0.07,-0.05,-0.03,0.0,-0.01,APNIC,1.0,4.0,IN,3.0,,,,,,0.0,,,
59191,-0.07,0.06,0.03,0.22,0.06,APNIC,27.0,147.0,IN,9.0,Asia Pacific,Cable/DSL/ISP,Selective,1.0,8.0,1.0,,,
59194,-0.07,-0.18,-0.12,0.0,-0.01,APNIC,1.0,2.0,IN,2.0,,,,,,0.0,,,
59195,-0.07,-0.18,-0.12,0.0,-0.01,APNIC,1.0,2.0,IN,2.0,,,,,,0.0,,,
59197,-0.07,-0.18,-0.12,0.0,-0.01,APNIC,1.0,1.0,IN,2.0,,,,,,0.0,,,
59204,-0.03,-0.18,-0.03,0.0,-0.01,APNIC,1.0,2.0,AU,4.0,,,,,,0.0,,,
59206,-0.03,-0.05,0.0,-0.19,-0.28,APNIC,1.0,5.0,AU,6.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
59209,-0.25,-0.05,-0.03,0.0,-0.01,APNIC,1.0,4.0,BD,3.0,,,,,,0.0,,,
59214,-0.06,-0.04,0.03,0.1,-0.02,APNIC,1.0,14.0,HK,19.0,Asia Pacific,NSP,Selective,1.0,0.0,1.0,,,
59217,-0.06,-0.04,-0.12,-0.19,-0.02,APNIC,1.0,21.0,HK,2.0,Asia Pacific,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,
59239,-0.25,0.06,0.06,-0.19,0.07,APNIC,104.0,568.0,BD,88.0,Asia Pacific,NSP,Open,1.0,0.0,1.0,,,
59242,-0.25,-0.18,-0.03,0.0,-0.01,APNIC,1.0,2.0,BD,3.0,,,,,,0.0,,,
59243,-0.05,0.0,-0.03,0.0,-0.01,APNIC,1.0,22.0,PH,4.0,,,,,,0.0,,,
59246,-0.03,-0.09,-0.07,0.0,-0.01,APNIC,1.0,3.0,AU,1.0,,,,,,0.0,,,
59248,-0.03,-0.05,-0.03,0.0,-0.01,APNIC,1.0,4.0,JP,3.0,,,,,,0.0,,,
59249,-0.25,-0.05,-0.12,-0.12,-0.28,APNIC,1.0,6.0,BD,2.0,Not Disclosed,Not Disclosed,,0.0,0.0,1.0,,,
59256,-0.03,-0.02,-0.07,-0.09,-0.06,APNIC,2.0,25.0,AU,2.0,Australia,NSP,Open,0.0,4.0,1.0,,,
59257,-0.1,0.04,-0.03,0.0,-0.01,APNIC,3.0,98.0,PK,4.0,,,,,,0.0,,,
59258,-0.04,-0.01,-0.09,0.1,0.02,APNIC,2.0,4.0,SG,3.0,Asia Pacific,NSP,Selective,0.0,0.0,1.0,,,
59263,-0.05,-0.18,-0.12,0.0,-0.01,APNIC,1.0,3.0,MY,2.0,,,,,,0.0,,,
59267,-0.03,-0.05,-0.09,0.0,-0.01,APNIC,2.0,10.0,AU,3.0,,,,,,0.0,,,
59268,-0.03,0.01,-0.03,0.0,-0.01,APNIC,2.0,65.0,TW,4.0,,,,,,0.0,,,
59272,-0.07,-0.05,-0.12,0.18,-0.19,APNIC,1.0,4.0,ID,2.0,Not Disclosed,Not Disclosed,Selective,2.0,0.0,1.0,,,
59273,-0.07,-0.05,-0.03,0.02,-0.13,APNIC,1.0,6.0,ID,4.0,Asia Pacific,Cable/DSL/ISP,Open,5.0,5.0,1.0,,,
59274,-0.07,-0.18,-0.12,0.0,-0.01,APNIC,1.0,2.0,ID,2.0,,,,,,0.0,,,
59278,-0.07,-0.0,0.0,0.02,-0.16,APNIC,3.0,20.0,ID,7.0,Asia Pacific,Network Services,Open,4.0,4.0,1.0,,,
59279,-0.07,-0.05,-0.12,-0.12,-0.09,APNIC,1.0,4.0,ID,2.0,Asia Pacific,Enterprise,Open,2.0,1.0,1.0,,,
59280,-0.07,-0.05,-0.12,-0.19,-0.11,APNIC,1.0,7.0,ID,2.0,Not Disclosed,Cable/DSL/ISP,Open,1.0,1.0,1.0,,,
59282,-0.07,0.02,-0.04,0.02,-0.08,APNIC,3.0,36.0,ID,3.0,Asia Pacific,Cable/DSL/ISP,Open,6.0,3.0,1.0,,,
59288,-0.07,-0.0,-0.01,0.32,-0.02,APNIC,3.0,19.0,ID,6.0,Asia Pacific,Content,Selective,3.0,8.0,1.0,,,
59317,-0.15,-0.05,-0.03,0.0,-0.01,APNIC,1.0,4.0,AF,3.0,,,,,,0.0,,,
59318,-0.07,0.06,0.08,0.0,0.02,APNIC,9.0,630.0,KH,149.0,Asia Pacific,NSP,Open,4.0,2.0,1.0,,,1.0
59321,-0.25,-0.09,-0.12,0.0,-0.01,APNIC,1.0,3.0,BD,2.0,,,,,,0.0,,,
59322,-0.05,-0.05,-0.03,-0.19,-0.16,APNIC,1.0,9.0,PH,4.0,Asia Pacific,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,
59323,-0.1,-0.05,-0.03,-0.12,-0.28,APNIC,1.0,4.0,PK,3.0,Not Disclosed,Not Disclosed,,0.0,0.0,1.0,,,
59325,-0.05,-0.05,-0.03,0.02,-0.13,APNIC,1.0,11.0,PH,21.0,Asia Pacific,Cable/DSL/ISP,Open,4.0,4.0,1.0,,,
59326,-0.04,-0.05,-0.12,0.0,-0.01,APNIC,1.0,4.0,SG,2.0,,,,,,0.0,,,
59341,-0.25,-0.18,-0.07,0.0,-0.01,APNIC,1.0,1.0,BD,1.0,,,,,,0.0,,,
59345,-0.04,-0.05,-0.01,0.0,-0.01,APNIC,1.0,4.0,SG,5.0,,,,,,0.0,,,
59346,-0.03,0.0,0.03,0.0,-0.01,APNIC,1.0,22.0,AU,14.0,,,,,,0.0,,,
59348,-0.05,-0.05,-0.12,0.0,-0.01,APNIC,1.0,4.0,PH,2.0,,,,,,0.0,,,
59349,-0.04,-0.05,-0.12,-0.19,-0.02,APNIC,1.0,3.0,SG,2.0,Asia Pacific,NSP,Open,0.0,0.0,1.0,,,
59352,-0.06,-0.18,-0.12,0.0,-0.01,APNIC,1.0,2.0,HK,2.0,,,,,,0.0,,,
59353,-0.25,-0.05,-0.03,-0.19,-0.28,APNIC,1.0,5.0,BD,3.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
59360,-0.06,-0.62,0.01,0.0,-0.01,APNIC,1.0,0.0,HK,24.0,,,,,,0.0,,,
59361,-0.25,-0.18,-0.12,0.0,-0.01,APNIC,1.0,1.0,BD,2.0,,,,,,0.0,,,
59362,-0.25,0.04,0.03,-0.19,0.03,APNIC,8.0,56.0,BD,11.0,Asia Pacific,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,
59365,-0.25,-0.05,-0.03,-0.19,-0.07,APNIC,1.0,7.0,BD,4.0,Asia Pacific,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,
59368,-0.03,-0.09,0.0,-0.19,-0.01,APNIC,1.0,1.0,AU,9.0,Australia,Not Disclosed,Open,0.0,0.0,1.0,,,
59370,-0.05,-0.09,-0.12,-0.19,-0.02,APNIC,1.0,3.0,NP,2.0,Asia Pacific,Content,Open,1.0,0.0,1.0,,,
59371,-0.06,0.02,0.05,-0.1,0.03,APNIC,2.0,233.0,HK,22.0,Asia Pacific,Content,Open,1.0,2.0,1.0,,,
59378,-0.25,0.05,0.03,-0.19,-0.25,APNIC,15.0,99.0,BD,31.0,Not Disclosed,Network Services,Open,1.0,0.0,1.0,,,
59383,-0.03,-0.01,-0.12,0.0,-0.01,APNIC,1.0,10.0,AU,2.0,,,,,,0.0,,,
59392,0.04,-0.09,-0.12,0.0,-0.01,RIPE,1.0,3.0,UA,2.0,,,,,,0.0,,,
59393,0.05,-0.18,-0.07,0.0,-0.01,RIPE,1.0,1.0,NL,1.0,,,,,,0.0,,,
59395,0.05,0.04,0.1,-0.03,0.0,RIPE,7.0,20.0,GB,96.0,Europe,Cable/DSL/ISP,Open,2.0,2.0,1.0,,,
59398,0.03,-0.05,-0.09,0.0,-0.01,RIPE,1.0,4.0,RO,3.0,,,,,,0.0,,,
59399,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,RU,2.0,,,,,,0.0,,,
59400,0.03,-0.18,-0.09,0.0,-0.01,RIPE,1.0,1.0,RO,3.0,,,,,,0.0,,,
59401,0.03,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,RO,2.0,,,,,,0.0,,,
59410,0.05,-0.05,-0.09,0.18,0.05,RIPE,1.0,8.0,GB,3.0,Regional,Content,Selective,2.0,0.0,1.0,,,
59412,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,RU,2.0,,,,,,0.0,,,
59415,0.04,-0.09,-0.03,-0.03,-0.04,RIPE,1.0,3.0,PL,4.0,Regional,Cable/DSL/ISP,Open,2.0,3.0,1.0,,,
59416,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,RU,2.0,,,,,,0.0,,,
59423,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,RU,2.0,,,,,,0.0,,,
59427,0.05,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,NL,2.0,,,,,,0.0,,,
59430,0.01,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,KG,2.0,,,,,,0.0,,,
59437,0.05,-0.07,-0.03,-0.19,-0.28,RIPE,1.0,3.0,DE,4.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
59439,0.05,-0.18,-0.02,0.27,0.01,RIPE,1.0,1.0,GB,47.0,Global,Content,Selective,2.0,3.0,1.0,,,
59440,0.04,-0.09,-0.03,-0.1,-0.18,RIPE,1.0,3.0,RU,4.0,Regional,Cable/DSL/ISP,Open,0.0,2.0,1.0,,,
59443,0.01,-0.01,-0.03,0.0,-0.01,RIPE,2.0,7.0,KZ,4.0,,,,,,0.0,,,
59444,0.04,-0.05,-0.03,-0.03,-0.04,RIPE,1.0,7.0,PL,4.0,Regional,Cable/DSL/ISP,Open,2.0,2.0,1.0,,,
59445,0.05,-0.63,0.0,-0.12,-0.28,RIPE,1.0,0.0,GB,6.0,Not Disclosed,Not Disclosed,,0.0,0.0,1.0,,,
59447,0.0,0.0,-0.12,0.0,-0.01,RIPE,1.0,49.0,TR,2.0,,,,,,0.0,,,
59451,0.01,-0.05,0.0,0.0,-0.01,RIPE,1.0,10.0,JO,11.0,,,,,,0.0,,,
59455,0.05,-0.01,0.04,0.0,0.05,RIPE,1.0,13.0,GB,55.0,Regional,NSP,Open,4.0,3.0,1.0,,,
59456,0.05,-0.05,-0.12,0.0,-0.01,RIPE,1.0,7.0,AT,2.0,,,,,,0.0,,,
59458,-0.0,-0.05,-0.07,-0.19,0.09,RIPE,1.0,11.0,IQ,1.0,Regional,NSP,Open,0.0,0.0,1.0,,,
59459,0.04,-0.18,-0.03,0.0,-0.01,RIPE,1.0,2.0,RU,3.0,,,,,,0.0,,,
59460,0.04,0.04,-0.04,0.02,0.04,RIPE,5.0,24.0,PL,7.0,Europe,Cable/DSL/ISP,Open,4.0,5.0,1.0,,,
59462,0.03,-0.18,-0.09,-0.19,-0.28,RIPE,1.0,2.0,RO,3.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
59463,0.04,-0.05,-0.03,0.0,-0.01,RIPE,1.0,11.0,BG,3.0,,,,,,0.0,,,
59465,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,RU,2.0,,,,,,0.0,,,
59466,0.04,-0.05,-0.09,-0.19,-0.28,RIPE,2.0,7.0,BG,3.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
59467,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,RU,2.0,,,,,,0.0,,,
59469,0.05,0.04,-0.01,-0.19,0.09,RIPE,5.0,16.0,DK,4.0,Europe,NSP,Open,0.0,1.0,1.0,,,
59471,0.04,-0.09,-0.03,0.0,-0.01,RIPE,1.0,3.0,PL,3.0,,,,,,0.0,,,
59472,0.04,-0.05,-0.03,0.0,-0.01,RIPE,1.0,9.0,PL,5.0,,,,,,0.0,,,
59474,0.05,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,DE,2.0,,,,,,0.0,,,
59475,0.04,-0.03,-0.12,0.0,-0.01,RIPE,1.0,6.0,RU,2.0,,,,,,0.0,,,
59480,0.03,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,RO,2.0,,,,,,0.0,,,
59482,0.04,-0.14,0.02,0.0,-0.01,RIPE,2.0,3.0,RU,14.0,,,,,,0.0,,,
59483,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,RU,2.0,,,,,,0.0,,,
59484,0.04,0.02,-0.04,0.0,-0.01,RIPE,3.0,26.0,BG,3.0,,,,,,0.0,,,
59492,0.04,-0.05,0.02,-0.19,-0.28,RIPE,2.0,7.0,UA,9.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
59495,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,2.0,RU,2.0,,,,,,0.0,,,
59497,0.04,0.04,0.06,-0.09,0.01,RIPE,5.0,46.0,UA,13.0,Regional,Cable/DSL/ISP,Open,3.0,0.0,1.0,,,
59498,0.04,-0.04,-0.12,0.0,-0.01,RIPE,1.0,15.0,RU,2.0,,,,,,0.0,,,
59499,0.04,-0.09,-0.12,0.0,-0.01,RIPE,1.0,3.0,ES,2.0,,,,,,0.0,,,
59506,0.01,0.0,-0.07,0.0,-0.01,RIPE,1.0,23.0,IR,2.0,,,,,,0.0,,,
59508,0.04,0.02,-0.07,0.0,-0.01,RIPE,3.0,7.0,RU,6.0,,,,,,0.0,,,
59512,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,RU,2.0,,,,,,0.0,,,
59514,0.04,-0.18,0.0,-0.19,0.01,RIPE,1.0,1.0,UA,7.0,Regional,Cable/DSL/ISP,Open,1.0,1.0,1.0,1.0,,
59516,0.04,-0.09,-0.09,0.0,-0.01,RIPE,2.0,2.0,RU,3.0,,,,,,0.0,,,
59517,0.04,-0.05,-0.03,0.0,-0.01,RIPE,1.0,9.0,RU,3.0,,,,,,0.0,,,
59518,0.05,-0.05,-0.03,-0.19,-0.28,RIPE,1.0,9.0,FR,3.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
59519,0.05,-0.05,-0.03,0.0,-0.01,RIPE,1.0,6.0,CH,3.0,,,,,,0.0,,,
59524,0.05,-0.01,-0.03,0.0,-0.01,RIPE,1.0,8.0,NL,3.0,,,,,,0.0,,,
59525,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,2.0,RU,2.0,,,,,,0.0,,,
59530,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,RU,2.0,,,,,,0.0,,,
59533,0.04,-0.05,-0.03,0.0,-0.01,RIPE,1.0,13.0,RU,3.0,,,,,,0.0,,,
59536,0.04,-0.14,-0.03,0.02,0.06,RIPE,1.0,3.0,UA,5.0,Regional,NSP,Open,8.0,2.0,1.0,,,
59541,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,RU,2.0,,,,,,0.0,,,
59543,0.05,-0.09,-0.12,0.0,-0.01,RIPE,1.0,2.0,NL,2.0,,,,,,0.0,,,
59545,0.05,0.04,0.07,0.31,0.09,RIPE,5.0,16.0,NL,64.0,Europe,NSP,Selective,3.0,6.0,1.0,,,
59546,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,2.0,BG,2.0,,,,,,0.0,,,
59547,0.05,0.0,-0.04,0.0,-0.01,RIPE,5.0,8.0,BE,3.0,,,,,,0.0,,,
59551,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,PL,2.0,,,,,,0.0,,,
59556,0.04,-0.09,-0.09,-0.19,-0.03,RIPE,1.0,1.0,PL,3.0,Regional,Cable/DSL/ISP,Open,1.0,1.0,1.0,,,
